Geneid	baseMean	test	log2FoldChange	pvalue	padj	is.de	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	length
gene-SYNPCC7002_RS08295	2476.5300570409136	0.04->30% CO2	1.1272330236384906	1.5668722333362956e-20	8.033329069327358e-20	TRUE	NC_010475.1	1736176	1737981	-	protein-coding	proS	SYNPCC7002_RS08295	SYNPCC7002_A1656	proline--tRNA ligase	1806
gene-SYNPCC7002_RS08305	5202.922745807842	0.04->30% CO2	1.0466663893488863	6.072481060247957e-29	4.737708653285242e-28	TRUE	NC_010475.1	1741287	1743083	+	protein-coding	pyk	SYNPCC7002_RS08305	SYNPCC7002_A1658	pyruvate kinase	1797
gene-SYNPCC7002_RS08310	961.9148117429485	0.04->30% CO2	0.40037763647823077	3.430299502872842e-6	7.342523124108204e-6	TRUE	NC_010475.1	1743235	1743696	+	protein-coding	SYNPCC7002_RS08310	SYNPCC7002_RS08310	SYNPCC7002_A1659	lipopolysaccharide assembly protein LapA domain-containing protein	462
gene-SYNPCC7002_RS08315	384.2815285801811	0.04->30% CO2	0.3892246543946115	4.816746278884621e-4	8.38259185387787e-4	TRUE	NC_010475.1	1743719	1744546	+	protein-coding	SYNPCC7002_RS08315	SYNPCC7002_RS08315	SYNPCC7002_A1660	segregation/condensation protein A	828
gene-SYNPCC7002_RS08320	232.97054076370753	0.04->30% CO2	1.4165556645919934	1.047064550964952e-16	4.497365026086164e-16	TRUE	NC_010475.1	1744536	1744868	-	protein-coding	SYNPCC7002_RS08320	SYNPCC7002_RS08320	SYNPCC7002_A1661	hypothetical protein	333
gene-SYNPCC7002_RS08325	19.14918701946086	0.04->30% CO2	0.9220982274313513	0.04787795630061289	0.06516889964221645	FALSE	NC_010475.1	1744901	1744981	-	tRNA	SYNPCC7002_RS08325	SYNPCC7002_RS08325	SYNPCC7002_A1662	tRNA-Leu	81
gene-SYNPCC7002_RS08330	4470.09781633203	0.04->30% CO2	1.4028989602000668	2.5744032572123116e-94	1.066066989845611e-92	TRUE	NC_010475.1	1745114	1745890	+	protein-coding	SYNPCC7002_RS08330	SYNPCC7002_RS08330	SYNPCC7002_A1663	COP23 domain-containing protein	777
gene-SYNPCC7002_RS08335	447.04118192688793	0.04->30% CO2	-0.06938656620007314	0.478113101344395	0.5288716840213685	FALSE	NC_010475.1	1746178	1746621	+	protein-coding	SYNPCC7002_RS08335	SYNPCC7002_RS08335	SYNPCC7002_A1664	hypothetical protein	444
gene-SYNPCC7002_RS08340	1145.4356167547924	0.04->30% CO2	0.06509952373588274	0.4342956061616928	0.48639903186625094	FALSE	NC_010475.1	1746691	1748313	+	protein-coding	SYNPCC7002_RS08340	SYNPCC7002_RS08340	SYNPCC7002_A1665	serine/threonine protein kinase	1623
gene-SYNPCC7002_RS08345	1388.096148230143	0.04->30% CO2	-0.5611680349865835	1.9923356625331085e-7	4.728320492271815e-7	TRUE	NC_010475.1	1748355	1748921	-	protein-coding	SYNPCC7002_RS08345	SYNPCC7002_RS08345	SYNPCC7002_A1666	Uma2 family endonuclease	567
gene-SYNPCC7002_RS08350	4563.5045071155855	0.04->30% CO2	0.5302883233852302	6.525651901300903e-12	2.0624124893543948e-11	TRUE	NC_010475.1	1748971	1751262	-	protein-coding	purL	SYNPCC7002_RS08350	SYNPCC7002_A1667	phosphoribosylformylglycinamidine synthase subunit PurL	2292
gene-SYNPCC7002_RS08355	93.58785037792578	0.04->30% CO2	-0.13679659034750424	0.40299817573868374	0.45497522112406447	FALSE	NC_010475.1	1751324	1751545	-	protein-coding	SYNPCC7002_RS08355	SYNPCC7002_RS08355	SYNPCC7002_A1668	type II toxin-antitoxin system HicA family toxin	222
gene-SYNPCC7002_RS08360	168.7059598479729	0.04->30% CO2	-0.5301921535135965	0.003661315265702741	0.005729674567935975	TRUE	NC_010475.1	1751545	1751775	-	protein-coding	SYNPCC7002_RS08360	SYNPCC7002_RS08360	SYNPCC7002_A1669	DUF1902 domain-containing protein	231
gene-SYNPCC7002_RS08365	291.2341441222035	0.04->30% CO2	-0.7880440683152513	5.910767330538539e-9	1.5347088808391867e-8	TRUE	NC_010475.1	1751821	1752297	+	protein-coding	SYNPCC7002_RS08365	SYNPCC7002_RS08365	SYNPCC7002_A1670	DUF29 family protein	477
gene-SYNPCC7002_RS08370	6830.479765867494	0.04->30% CO2	2.5056845257714313	5.817548307143614e-98	2.57406589480464e-96	TRUE	NC_010475.1	1752547	1753677	+	protein-coding	SYNPCC7002_RS08370	SYNPCC7002_RS08370	SYNPCC7002_A1671	site-2 protease family protein	1131
gene-SYNPCC7002_RS08375	5874.122210774248	0.04->30% CO2	0.6062637210262081	5.312209829297038e-20	2.6684973170496787e-19	TRUE	NC_010475.1	1753840	1756473	+	protein-coding	alaS	SYNPCC7002_RS08375	SYNPCC7002_A1672	alanine--tRNA ligase	2634
gene-SYNPCC7002_RS08380	396.04645032027804	0.04->30% CO2	-0.23586661495767103	0.015425056718057144	0.02242256219591565	TRUE	NC_010475.1	1756528	1756929	-	protein-coding	SYNPCC7002_RS08380	SYNPCC7002_RS08380	SYNPCC7002_A1673	pre-16S rRNA-processing nuclease YqgF	402
gene-SYNPCC7002_RS08385	1111.7621917838565	0.04->30% CO2	0.5854208014037116	1.2760645059837163e-7	3.0667324064936037e-7	TRUE	NC_010475.1	1756944	1758314	-	protein-coding	SYNPCC7002_RS08385	SYNPCC7002_RS08385	SYNPCC7002_A1674	DUF3084 domain-containing protein	1371
gene-SYNPCC7002_RS08390	3418.4671984404754	0.04->30% CO2	-0.38593889745304694	2.1353200366883656e-4	3.8617490025215123e-4	TRUE	NC_010475.1	1758367	1759098	-	protein-coding	ntcA	SYNPCC7002_RS08390	SYNPCC7002_A1675	global nitrogen regulator NtcA	732
gene-SYNPCC7002_RS08395	4645.96472804995	0.04->30% CO2	0.638117791787226	1.6088924617339946e-13	5.624158713637232e-13	TRUE	NC_010475.1	1759379	1760155	+	protein-coding	fabI	SYNPCC7002_RS08395	SYNPCC7002_A1676	enoyl-ACP reductase FabI	777
gene-SYNPCC7002_RS08400	260.34546784613235	0.04->30% CO2	0.13667380662936324	0.26630680614779634	0.3157749573632093	FALSE	NC_010475.1	1760232	1761104	+	protein-coding	rsmH	SYNPCC7002_RS08400	SYNPCC7002_A1677	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	873
gene-SYNPCC7002_RS08405	166.08493548495102	0.04->30% CO2	-0.12242493095186194	0.47936594169746216	0.5300759985220139	FALSE	NC_010475.1	1761184	1762143	+	protein-coding	SYNPCC7002_RS08405	SYNPCC7002_RS08405	SYNPCC7002_A1678	DUF1311 domain-containing protein	960
gene-SYNPCC7002_RS08410	406.90389918401956	0.04->30% CO2	-0.3309298452747314	7.169895185284692e-4	0.0012188821814983976	TRUE	NC_010475.1	1762307	1762888	+	protein-coding	SYNPCC7002_RS08410	SYNPCC7002_RS08410	SYNPCC7002_A1679	Uma2 family endonuclease	582
gene-SYNPCC7002_RS08415	324.1688422297306	0.04->30% CO2	-0.11183034462792471	0.3092872587700862	0.3610400599303861	FALSE	NC_010475.1	1762930	1763481	-	protein-coding	SYNPCC7002_RS08415	SYNPCC7002_RS08415	SYNPCC7002_A1680	Uma2 family endonuclease	552
gene-SYNPCC7002_RS08420	768.8720484500254	0.04->30% CO2	-0.25431011420501415	0.01325382261917163	0.019467870422885118	TRUE	NC_010475.1	1763613	1764737	+	protein-coding	SYNPCC7002_RS08420	SYNPCC7002_RS08420	SYNPCC7002_A1681	THUMP domain-containing protein	1125
gene-SYNPCC7002_RS08425	1043.7458569975242	0.04->30% CO2	-0.0046912300638423075	0.9639201336850616	0.9705305585420041	FALSE	NC_010475.1	1764803	1766254	+	protein-coding	SYNPCC7002_RS08425	SYNPCC7002_RS08425	SYNPCC7002_A1682	serine/threonine protein kinase	1452
gene-SYNPCC7002_RS08430	11681.276917659952	0.04->30% CO2	0.03007034105996874	0.681674096932007	0.7197801023505663	FALSE	NC_010475.1	1766376	1768982	+	protein-coding	acnB	SYNPCC7002_RS08430	SYNPCC7002_A1683	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	2607
gene-SYNPCC7002_RS08435	1932.30986724908	0.04->30% CO2	-0.9729383622432812	2.5003429034586393e-15	9.921508081291653e-15	TRUE	NC_010475.1	1769090	1770808	+	protein-coding	SYNPCC7002_RS08435	SYNPCC7002_RS08435	SYNPCC7002_A1684	AIPR family protein	1719
gene-SYNPCC7002_RS08440	379.8663759344673	0.04->30% CO2	-0.8335294225578435	1.6744357076105292e-10	4.798959481439227e-10	TRUE	NC_010475.1	1770866	1771072	+	protein-coding	SYNPCC7002_RS08440	SYNPCC7002_RS08440	NA	hypothetical protein	207
gene-SYNPCC7002_RS08445	769.2519364596612	0.04->30% CO2	-0.7665255542714293	1.0374580191900178e-13	3.6542959672669113e-13	TRUE	NC_010475.1	1771075	1771488	+	protein-coding	SYNPCC7002_RS08445	SYNPCC7002_RS08445	SYNPCC7002_A1685	PIN domain-containing protein	414
gene-SYNPCC7002_RS08450	130.7196193894047	0.04->30% CO2	-0.15317337031302078	0.3744383147273954	0.4261577718708553	FALSE	NC_010475.1	1771523	1771765	+	protein-coding	SYNPCC7002_RS08450	SYNPCC7002_RS08450	SYNPCC7002_A1686	hypothetical protein	243
gene-SYNPCC7002_RS08455	3139.95314030693	0.04->30% CO2	-0.14222137774549098	0.16707783738023796	0.20505024346024056	FALSE	NC_010475.1	1772049	1772315	-	protein-coding	SYNPCC7002_RS08455	SYNPCC7002_RS08455	SYNPCC7002_A1687	YggT family protein	267
gene-SYNPCC7002_RS08460	1017.4197101028265	0.04->30% CO2	-0.07167682733271724	0.47375175647815343	0.524831086708943	FALSE	NC_010475.1	1772408	1772710	-	protein-coding	SYNPCC7002_RS08460	SYNPCC7002_RS08460	SYNPCC7002_A1688	hypothetical protein	303
gene-SYNPCC7002_RS08465	1040.9737732514805	0.04->30% CO2	0.32701439433342844	0.0016302711000646	0.002650113564775369	TRUE	NC_010475.1	1772867	1773523	-	protein-coding	upp	SYNPCC7002_RS08465	SYNPCC7002_A1689	uracil phosphoribosyltransferase	657
gene-SYNPCC7002_RS08470	229.2370595295532	0.04->30% CO2	0.06181465420454649	0.6758471295492996	0.7147957526012566	FALSE	NC_010475.1	1773586	1774044	+	protein-coding	SYNPCC7002_RS08470	SYNPCC7002_RS08470	SYNPCC7002_A1690	molybdenum cofactor biosynthesis protein MoaE	459
gene-SYNPCC7002_RS08475	3718.099026688097	0.04->30% CO2	1.3285180819748843	2.7911341150635846e-47	4.441065611652896e-46	TRUE	NC_010475.1	1774136	1775686	+	protein-coding	purH	SYNPCC7002_RS08475	SYNPCC7002_A1691	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	1551
gene-SYNPCC7002_RS08480	532.9429238621055	0.04->30% CO2	0.06251550936632937	0.5148145333086049	0.5644946789844884	FALSE	NC_010475.1	1775751	1776284	-	protein-coding	pyrR	SYNPCC7002_RS08480	SYNPCC7002_A1692	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	534
gene-SYNPCC7002_RS08485	2242.831054012438	0.04->30% CO2	-1.7283702115399346	5.2099239970809835e-45	7.614504303426053e-44	TRUE	NC_010475.1	1776644	1776886	+	protein-coding	SYNPCC7002_RS08485	SYNPCC7002_RS08485	SYNPCC7002_A1693	hypothetical protein	243
gene-SYNPCC7002_RS08490	3844.5637580600537	0.04->30% CO2	0.6201141563587483	4.0247005027729415e-14	1.459181455969758e-13	TRUE	NC_010475.1	1777076	1779634	-	protein-coding	leuS	SYNPCC7002_RS08490	SYNPCC7002_A1694	leucine--tRNA ligase	2559
gene-SYNPCC7002_RS08495	223.07400759588683	0.04->30% CO2	-1.1178056582230242	2.1555208518397635e-15	8.606096849743432e-15	TRUE	NC_010475.1	1779794	1780126	+	protein-coding	SYNPCC7002_RS08495	SYNPCC7002_RS08495	SYNPCC7002_A1695	YkvA family protein	333
gene-SYNPCC7002_RS08500	29.06630000712754	0.04->30% CO2	-0.5916466635240477	0.09794941157180366	0.12579586456338998	FALSE	NC_010475.1	1780157	1780441	+	protein-coding	SYNPCC7002_RS08500	SYNPCC7002_RS08500	SYNPCC7002_A1696	DUF29 family protein	285
gene-SYNPCC7002_RS16145	648.7065973427588	0.04->30% CO2	-0.7719112561626176	4.418026043474204e-11	1.3274627088764355e-10	TRUE	NC_010475.1	1780640	1781227	+	protein-coding	SYNPCC7002_RS16145	SYNPCC7002_RS16145	SYNPCC7002_A1697	DUF4087 domain-containing protein	588
gene-SYNPCC7002_RS08510	411.4163988057136	0.04->30% CO2	-1.135086440568664	1.1670111107621325e-14	4.4294311254543925e-14	TRUE	NC_010475.1	1781448	1781744	+	protein-coding	SYNPCC7002_RS08510	SYNPCC7002_RS08510	SYNPCC7002_A1698	hypothetical protein	297
gene-SYNPCC7002_RS08515	791.8395587037875	0.04->30% CO2	-1.1367375266321742	1.9958637236973316e-18	9.30251057365423e-18	TRUE	NC_010475.1	1781772	1783505	+	protein-coding	SYNPCC7002_RS08515	SYNPCC7002_RS08515	SYNPCC7002_A1699	tetratricopeptide repeat protein	1734
gene-SYNPCC7002_RS08520	284.06413903368593	0.04->30% CO2	-0.2984478456864491	0.04994568249482831	0.06772651320667314	FALSE	NC_010475.1	1783657	1784421	+	protein-coding	SYNPCC7002_RS08520	SYNPCC7002_RS08520	SYNPCC7002_A1700	PD-(D/E)XK nuclease family protein	765
gene-SYNPCC7002_RS08525	5252.289615346181	0.04->30% CO2	0.3124009440679973	7.110786698437851e-8	1.7321147085938355e-7	TRUE	NC_010475.1	1784463	1786079	+	protein-coding	prfC	SYNPCC7002_RS08525	SYNPCC7002_A1701	peptide chain release factor 3	1617
gene-SYNPCC7002_RS08530	1388.0534775528351	0.04->30% CO2	0.2507096865951665	6.986820314495354e-5	1.3314117767445423e-4	TRUE	NC_010475.1	1786101	1786709	+	protein-coding	SYNPCC7002_RS08530	SYNPCC7002_RS08530	SYNPCC7002_A1702	TerD family protein	609
gene-SYNPCC7002_RS08535	1036.6972570450237	0.04->30% CO2	0.07961658289790374	0.35663859987186697	0.4077673194995151	FALSE	NC_010475.1	1786718	1787809	-	protein-coding	gcvT	SYNPCC7002_RS08535	SYNPCC7002_A1703	glycine cleavage system aminomethyltransferase GcvT	1092
gene-SYNPCC7002_RS08540	686.4211573196407	0.04->30% CO2	0.3520685094074485	2.516210502135566e-4	4.512692904996046e-4	TRUE	NC_010475.1	1787854	1790082	-	protein-coding	SYNPCC7002_RS08540	SYNPCC7002_RS08540	SYNPCC7002_A1704	DNA polymerase III subunit gamma/tau	2229
gene-SYNPCC7002_RS08545	1968.9460202014898	0.04->30% CO2	0.16878506594265916	0.01237283723626083	0.018198663148052133	TRUE	NC_010475.1	1790253	1791401	+	protein-coding	SYNPCC7002_RS08545	SYNPCC7002_RS08545	SYNPCC7002_A1705	tetratricopeptide repeat protein	1149
gene-SYNPCC7002_RS08550	1320.4491416636256	0.04->30% CO2	-0.26309848147200743	0.0010331316489444328	0.0017192247429626574	TRUE	NC_010475.1	1791456	1792337	+	protein-coding	rnhA	SYNPCC7002_RS08550	SYNPCC7002_A1706	ribonuclease HI	882
gene-SYNPCC7002_RS08555	830.3500351522993	0.04->30% CO2	-0.5364740316849764	4.6935707819031595e-9	1.2285440539341334e-8	TRUE	NC_010475.1	1792321	1793817	+	protein-coding	SYNPCC7002_RS08555	SYNPCC7002_RS08555	SYNPCC7002_A1707	DEAD/DEAH box helicase family protein	1497
gene-SYNPCC7002_RS08560	1122.8705763492694	0.04->30% CO2	-0.6534422968891148	9.372164791836894e-13	3.127282260086071e-12	TRUE	NC_010475.1	1793995	1794663	+	protein-coding	phoU	SYNPCC7002_RS08560	SYNPCC7002_A1708	phosphate signaling complex protein PhoU	669
gene-SYNPCC7002_RS08565	942.0576147406362	0.04->30% CO2	-0.05480159642182341	0.5746133941662485	0.6226102861982498	FALSE	NC_010475.1	1794798	1795469	-	protein-coding	SYNPCC7002_RS08565	SYNPCC7002_RS08565	SYNPCC7002_A1709	L-threonylcarbamoyladenylate synthase	672
gene-SYNPCC7002_RS08570	945.7831606888124	0.04->30% CO2	0.40533510362712727	4.830143300366641e-6	1.0203638234260464e-5	TRUE	NC_010475.1	1795483	1796727	+	protein-coding	larC	SYNPCC7002_RS08570	SYNPCC7002_A1710	nickel pincer cofactor biosynthesis protein LarC	1245
gene-SYNPCC7002_RS08575	1820.325110508405	0.04->30% CO2	-0.36384071489125397	6.311809940737669e-6	1.3178504271869858e-5	TRUE	NC_010475.1	1796757	1797947	-	protein-coding	SYNPCC7002_RS08575	SYNPCC7002_RS08575	SYNPCC7002_A1711	hypothetical protein	1191
gene-SYNPCC7002_RS08580	609.5821315929153	0.04->30% CO2	-1.2014873352254167	2.3960669294303414e-26	1.6607931721158806e-25	TRUE	NC_010475.1	1798118	1798537	-	protein-coding	SYNPCC7002_RS08580	SYNPCC7002_RS08580	SYNPCC7002_A1712	hypothetical protein	420
gene-SYNPCC7002_RS08585	810.18871371143	0.04->30% CO2	-0.049690822082403	0.6051659274277608	0.6504778521103718	FALSE	NC_010475.1	1799334	1800533	+	protein-coding	SYNPCC7002_RS08585	SYNPCC7002_RS08585	SYNPCC7002_A1713	YihY/virulence factor BrkB family protein	1200
gene-SYNPCC7002_RS08590	10458.390517415752	0.04->30% CO2	0.25877778600836626	3.085932507790294e-4	5.479693238132297e-4	TRUE	NC_010475.1	1800572	1801825	-	protein-coding	metK	SYNPCC7002_RS08590	SYNPCC7002_A1714	methionine adenosyltransferase	1254
gene-SYNPCC7002_RS08595	654.0074604306212	0.04->30% CO2	0.17543375867075334	0.036139138500127434	0.05001260383693728	FALSE	NC_010475.1	1801959	1802951	-	protein-coding	galE	SYNPCC7002_RS08595	SYNPCC7002_A1715	UDP-glucose 4-epimerase GalE	993
gene-SYNPCC7002_RS08600	278.40149215032136	0.04->30% CO2	-0.42666061634540475	1.7217529359402547e-4	3.150856647641373e-4	TRUE	NC_010475.1	1803041	1803388	-	protein-coding	SYNPCC7002_RS08600	SYNPCC7002_RS08600	SYNPCC7002_A1716	hypothetical protein	348
gene-SYNPCC7002_RS08605	3629.9089481373194	0.04->30% CO2	-0.11526737525485652	0.05673493721558221	0.07632396801596442	FALSE	NC_010475.1	1803521	1804111	+	protein-coding	SYNPCC7002_RS08605	SYNPCC7002_RS08605	SYNPCC7002_A1717	DUF3727 domain-containing protein	591
gene-SYNPCC7002_RS08610	2336.4065749178867	0.04->30% CO2	0.13448536543406675	0.12845706723393063	0.1612578030181096	FALSE	NC_010475.1	1804101	1805189	+	protein-coding	mltG	SYNPCC7002_RS08610	SYNPCC7002_A1718	endolytic transglycosylase MltG	1089
gene-SYNPCC7002_RS08615	200.41637733187406	0.04->30% CO2	0.04618542430126643	0.7280324725679609	0.7622511787340401	FALSE	NC_010475.1	1805210	1806097	+	protein-coding	SYNPCC7002_RS08615	SYNPCC7002_RS08615	SYNPCC7002_A1719	MnmC family methyltransferase	888
gene-SYNPCC7002_RS08620	210.91042619334007	0.04->30% CO2	-0.945066726863438	2.038106352703092e-8	5.127012086628495e-8	TRUE	NC_010475.1	1806069	1807199	-	protein-coding	SYNPCC7002_RS08620	SYNPCC7002_RS08620	SYNPCC7002_A1720	ABC transporter permease	1131
gene-SYNPCC7002_RS08625	233.04349379176625	0.04->30% CO2	-1.1376955770410966	2.4941646956075757e-19	1.2114514235808224e-18	TRUE	NC_010475.1	1807210	1808316	-	protein-coding	SYNPCC7002_RS08625	SYNPCC7002_RS08625	SYNPCC7002_A1721	ABC transporter permease	1107
gene-SYNPCC7002_RS08630	198.02881181334504	0.04->30% CO2	-0.8368774429310143	6.484140443777172e-9	1.6822308139277322e-8	TRUE	NC_010475.1	1808320	1810281	-	protein-coding	SYNPCC7002_RS08630	SYNPCC7002_RS08630	SYNPCC7002_A1722	ATP-binding cassette domain-containing protein	1962
gene-SYNPCC7002_RS08635	269.22123875439075	0.04->30% CO2	-0.7514659316309446	1.44138542289894e-10	4.1457479216060345e-10	TRUE	NC_010475.1	1810284	1811525	-	protein-coding	SYNPCC7002_RS08635	SYNPCC7002_RS08635	SYNPCC7002_A1723	efflux RND transporter periplasmic adaptor subunit	1242
gene-SYNPCC7002_RS08640	199.64422639413036	0.04->30% CO2	-1.2857394377960305	3.5838253627646887e-22	2.0237335527499904e-21	TRUE	NC_010475.1	1811680	1812432	+	protein-coding	SYNPCC7002_RS08640	SYNPCC7002_RS08640	SYNPCC7002_A1724	hypothetical protein	753
gene-SYNPCC7002_RS08645	69.32557017705423	0.04->30% CO2	-0.8661240599663891	1.1523582464726897e-4	2.1403778816025232e-4	TRUE	NC_010475.1	1812429	1812812	+	protein-coding	SYNPCC7002_RS08645	SYNPCC7002_RS08645	SYNPCC7002_A1725	hypothetical protein	384
gene-SYNPCC7002_RS08650	58.70553554267819	0.04->30% CO2	-0.0360168228490722	0.8778961928257792	0.8964921602362526	FALSE	NC_010475.1	1812815	1813447	+	protein-coding	SYNPCC7002_RS08650	SYNPCC7002_RS08650	SYNPCC7002_A1726	hypothetical protein	633
gene-SYNPCC7002_RS08655	690.9274818979366	0.04->30% CO2	-0.22944286693116278	0.02248280274926104	0.032047419629352675	TRUE	NC_010475.1	1813667	1815550	+	protein-coding	SYNPCC7002_RS08655	SYNPCC7002_RS08655	SYNPCC7002_A1727	protein kinase	1884
gene-SYNPCC7002_RS08660	2174.675480702327	0.04->30% CO2	1.4239011371792147	6.610409883532301e-45	9.53197496598631e-44	TRUE	NC_010475.1	1815589	1816683	+	protein-coding	ychF	SYNPCC7002_RS08660	SYNPCC7002_A1728	redox-regulated ATPase YchF	1095
gene-SYNPCC7002_RS08665	769.0174773141306	0.04->30% CO2	1.321060591471505	3.282153917427987e-42	4.3989033831088784e-41	TRUE	NC_010475.1	1816688	1817464	+	protein-coding	SYNPCC7002_RS08665	SYNPCC7002_RS08665	SYNPCC7002_A1729	hypothetical protein	777
gene-SYNPCC7002_RS08670	459.0968632523472	0.04->30% CO2	0.9934626856426819	2.239474653968178e-19	1.0893830018550022e-18	TRUE	NC_010475.1	1817533	1818399	+	protein-coding	SYNPCC7002_RS08670	SYNPCC7002_RS08670	SYNPCC7002_A1730	shikimate dehydrogenase	867
gene-SYNPCC7002_RS08675	489.0210323495834	0.04->30% CO2	0.5859981032528052	6.709391988949024e-8	1.639284124380132e-7	TRUE	NC_010475.1	1818527	1819168	+	protein-coding	SYNPCC7002_RS08675	SYNPCC7002_RS08675	SYNPCC7002_A1731	hypothetical protein	642
gene-SYNPCC7002_RS08680	13546.156684427653	0.04->30% CO2	-4.18478327096173	4.1369646144671066e-243	6.07381622942216e-241	TRUE	NC_010475.1	1819180	1819815	-	protein-coding	SYNPCC7002_RS08680	SYNPCC7002_RS08680	SYNPCC7002_A1732	Sua5/YciO/YrdC/YwlC family protein	636
gene-SYNPCC7002_RS08685	1983.1542466429846	0.04->30% CO2	-0.2740238731752427	0.005743028354526925	0.008795629011437633	TRUE	NC_010475.1	1819974	1820837	-	protein-coding	SYNPCC7002_RS08685	SYNPCC7002_RS08685	SYNPCC7002_A1733	metal ABC transporter permease	864
gene-SYNPCC7002_RS08690	2627.249153772704	0.04->30% CO2	-0.11736798107682404	0.132470145601845	0.16539565917818297	FALSE	NC_010475.1	1820834	1821631	-	protein-coding	SYNPCC7002_RS08690	SYNPCC7002_RS08690	SYNPCC7002_A1734	metal ABC transporter ATP-binding protein	798
gene-SYNPCC7002_RS08700	618.333562463034	0.04->30% CO2	-0.7610602814279608	7.997874441171832e-15	3.0863959910376365e-14	TRUE	NC_010475.1	1822863	1823321	+	protein-coding	SYNPCC7002_RS08700	SYNPCC7002_RS08700	SYNPCC7002_A1736	tetratricopeptide repeat protein	459
gene-SYNPCC7002_RS08705	528.1781847843139	0.04->30% CO2	-0.5665177732170497	2.59907197912668e-7	6.115133952782797e-7	TRUE	NC_010475.1	1823332	1825617	-	protein-coding	recJ	SYNPCC7002_RS08705	SYNPCC7002_A1737	single-stranded-DNA-specific exonuclease RecJ	2286
gene-SYNPCC7002_RS08710	427.0554945435969	0.04->30% CO2	-0.4445621818374158	3.21544384071304e-5	6.305940258350406e-5	TRUE	NC_010475.1	1825731	1826402	-	protein-coding	SYNPCC7002_RS08710	SYNPCC7002_RS08710	SYNPCC7002_A1738	J domain-containing protein	672
gene-SYNPCC7002_RS08715	585.9859806728897	0.04->30% CO2	0.09145901771204056	0.31063252830674454	0.3624794315140119	FALSE	NC_010475.1	1826547	1827803	+	protein-coding	SYNPCC7002_RS08715	SYNPCC7002_RS08715	SYNPCC7002_A1739	MgtC/SapB family protein	1257
gene-SYNPCC7002_RS08720	10858.146597595383	0.04->30% CO2	0.2918500097242516	8.71506828696511e-5	1.6385140027297618e-4	TRUE	NC_010475.1	1828150	1828326	+	protein-coding	rpsU	SYNPCC7002_RS08720	SYNPCC7002_A1741	30S ribosomal protein S21	177
gene-SYNPCC7002_RS08725	276.0043383068847	0.04->30% CO2	0.6799170179233868	4.945118790948451e-6	1.0432876351903001e-5	TRUE	NC_010475.1	1828469	1829575	+	protein-coding	SYNPCC7002_RS08725	SYNPCC7002_RS08725	SYNPCC7002_A1742	TIGR00303 family protein	1107
gene-SYNPCC7002_RS08730	8063.254181707126	0.04->30% CO2	-2.915520876138664	0	0	TRUE	NC_010475.1	1829698	1831428	+	protein-coding	SYNPCC7002_RS08730	SYNPCC7002_RS08730	SYNPCC7002_A1743	diflavin flavoprotein	1731
gene-SYNPCC7002_RS08735	501.3908068144733	0.04->30% CO2	-0.7857533815430547	4.0251723754459884e-14	1.459181455969758e-13	TRUE	NC_010475.1	1831493	1832086	+	protein-coding	recR	SYNPCC7002_RS08735	SYNPCC7002_A1744	recombination mediator RecR	594
gene-SYNPCC7002_RS08740	39.70766156534142	0.04->30% CO2	0.853789181933209	0.008855512666052324	0.013260688878696804	TRUE	NC_010475.1	1832089	1832586	+	protein-coding	SYNPCC7002_RS08740	SYNPCC7002_RS08740	SYNPCC7002_A1745	TIGR00725 family protein	498
gene-SYNPCC7002_RS08745	911.4782774560556	0.04->30% CO2	-1.0577375952861414	3.407359626035675e-19	1.6353301028373298e-18	TRUE	NC_010475.1	1832687	1833052	+	protein-coding	hypA	SYNPCC7002_RS08745	SYNPCC7002_A1746	hydrogenase maturation nickel metallochaperone HypA	366
gene-SYNPCC7002_RS08750	1112.4459960997676	0.04->30% CO2	-0.8181491782989377	2.816208430184689e-8	7.024210988028219e-8	TRUE	NC_010475.1	1833065	1833760	+	protein-coding	hypB	SYNPCC7002_RS08750	SYNPCC7002_A1747	hydrogenase nickel incorporation protein HypB	696
gene-SYNPCC7002_RS08755	2362.144654958832	0.04->30% CO2	-0.39808400293972895	0.1384132056037683	0.17221673886755454	FALSE	NC_010475.1	1833843	1834883	+	protein-coding	SYNPCC7002_RS08755	SYNPCC7002_RS08755	SYNPCC7002_A1748	ABC transporter substrate-binding protein	1041
gene-SYNPCC7002_RS08760	549.6329554693955	0.04->30% CO2	-0.3632734356220076	0.20696564306139492	0.24971947220332671	FALSE	NC_010475.1	1834949	1835779	+	protein-coding	SYNPCC7002_RS08760	SYNPCC7002_RS08760	SYNPCC7002_A1749	ABC transporter permease	831
gene-SYNPCC7002_RS08765	320.25766032554526	0.04->30% CO2	-0.35221890368088477	0.3231712401640755	0.3757773758769031	FALSE	NC_010475.1	1835787	1836563	+	protein-coding	SYNPCC7002_RS08765	SYNPCC7002_RS08765	NA	ABC transporter ATP-binding protein	777
