Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation
gene-SYNPCC7002_RS05750	NC_010475.1	1186425	1187090	+	protein-coding	SYNPCC7002_RS05750	SYNPCC7002_RS05750	SYNPCC7002_A1153	histidine phosphatase family protein	174.60920783568864	211.4335517676243	223.27644764589235	172.24113392552533	257.2765176464446	275.45587774757183	245.88503349763576	218.9234107100168	183.91313018460357	218.74475526096228	236.9412144458326	202.6389334451925	323.2428788415347	258.9996439228536	321.69231760608625	251.63962559022107
gene-SYNPCC7002_RS05755	NC_010475.1	1187171	1187890	+	protein-coding	SYNPCC7002_RS05755	SYNPCC7002_RS05755	SYNPCC7002_A1154	LOG family protein	728.6576557758546	736.7745853006785	719.1578604408394	838.6818290373657	1135.733980941149	1352.6379683642745	1271.956632741824	970.913118873792	1183.7952746692522	1300.5369994606303	1175.303643084487	1185.212606283881	1239.9164531854617	1220.0629293781617	1327.7692716878655	1353.018856434377
gene-SYNPCC7002_RS05760	NC_010475.1	1187887	1188291	-	protein-coding	SYNPCC7002_RS05760	SYNPCC7002_RS05760	SYNPCC7002_A1155	DUF4359 domain-containing protein	252.95949340298483	242.56487227328677	271.3068462673925	288.83513227511173	111.51909890378208	148.72857296913622	109.6514338570538	140.79460986183238	111.74468669444268	131.24685315657737	126.9327934531246	117.98089013920097	250.53779363097675	250.26931884680235	270.1794955057652	211.52316353960612
gene-SYNPCC7002_RS05765	NC_010475.1	1188346	1188418	+	tRNA	SYNPCC7002_RS05765	SYNPCC7002_RS05765	SYNPCC7002_A1156	tRNA-His	6.715738762911101	5.188553417610412	5.19247552664866	7.949590796562708	13.695327935552182	17.6010145525605	11.961974602587686	1.6276833510038426	6.984042918402667	13.257257894603772	30.08777326296287	5.4037048918718	15.720018423904424	17.460650152102488	25.230770008320487	1.8234755477552251
gene-SYNPCC7002_RS05770	NC_010475.1	1188656	1188880	-	protein-coding	SYNPCC7002_RS05770	SYNPCC7002_RS05770	SYNPCC7002_A1157	hypothetical protein	360.41131360956246	451.4041473321058	442.6585386467982	514.0735381777217	232.82057490438712	279.85613138571193	261.8343329677527	221.3649357365226	303.805866950516	275.7509642077585	358.2325504121517	200.8376984812352	501.0755872619535	491.0807855278825	484.6410405764894	416.6641626620689
gene-SYNPCC7002_RS05775	NC_010475.1	1189016	1189846	+	protein-coding	SYNPCC7002_RS05775	SYNPCC7002_RS05775	SYNPCC7002_A1158	Cof-type HAD-IIB family hydrolase	443.2387583521327	464.37553087613185	480.303986215001	435.9025620115218	350.209100066263	342.3397330473017	282.435511449987	284.84458642567245	349.2021459201334	343.36297947023775	318.7423480045129	279.1914194133763	432.30050665737167	480.89540627248937	542.4615551788905	464.0745269037048
gene-SYNPCC7002_RS05780	NC_010475.1	1189848	1191293	-	protein-coding	SYNPCC7002_RS05780	SYNPCC7002_RS05780	SYNPCC7002_A1159	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	860.7338514464395	679.7004977069639	913.875692690164	692.9393311003827	966.4988571661112	946.0545322001268	1090.533351269244	986.3761107083286	803.1649356163067	897.5163594646755	892.2905258297426	879.002662411146	868.5310179207194	859.2094929013766	904.1025919648176	797.770552142911
gene-SYNPCC7002_RS05785	NC_010475.1	1191298	1192251	-	protein-coding	SYNPCC7002_RS05785	SYNPCC7002_RS05785	SYNPCC7002_A1160	heme o synthase	4208.529624757623	3949.786289155926	5235.313449743511	4571.0147080235565	3247.749196145232	3214.825308025175	3025.7150203100964	3716.001090341773	2805.257238891738	3055.79794470617	2945.7810510269583	2988.248805205105	3644.096770891344	3567.792847746275	3733.102679147752	3880.355965623119
gene-SYNPCC7002_RS05790	NC_010475.1	1192306	1193220	-	protein-coding	SYNPCC7002_RS05790	SYNPCC7002_RS05790	SYNPCC7002_A1161	heme A synthase	5532.64945084493	5584.180615703206	7349.949107971178	6803.524790058251	3528.5034188240516	3839.661324641073	4075.046014614872	4279.993371464604	3302.2882932513944	3791.575757856679	3721.48145546272	3338.5890056947933	4162.8573788801905	4565.960014774801	4864.282201187454	4354.459608039478
gene-SYNPCC7002_RS05795	NC_010475.1	1193607	1194602	+	protein-coding	SYNPCC7002_RS05795	SYNPCC7002_RS05795	SYNPCC7002_A1162	cytochrome c oxidase subunit II	6309.43656775498	5864.362500254168	6673.6291706251895	6387.4962050381355	4000.013994890919	3881.02370883959	4056.438498566402	4910.720669978593	4040.268828295943	4205.202204168318	4005.434815631932	3805.108861359726	4623.650418930889	4941.3639930450045	4946.282203714496	4737.389473068075
gene-SYNPCC7002_RS05800	NC_010475.1	1194687	1196333	+	protein-coding	ctaD	SYNPCC7002_RS05800	SYNPCC7002_A1163	cytochrome c oxidase subunit I	8689.046669413146	8715.47260323109	9193.277919931452	8943.289646133046	6041.596094997877	6096.1113902793295	6513.959725253583	7465.369689379124	5563.954191660791	6217.6539525691705	5953.618134408778	5851.31178041518	7531.853827353207	7754.711248802518	7660.692543776308	7573.805687601327
gene-SYNPCC7002_RS05805	NC_010475.1	1196347	1196946	+	protein-coding	SYNPCC7002_RS05805	SYNPCC7002_RS05805	SYNPCC7002_A1164	heme-copper oxidase subunit III	2593.3944522775037	2389.3288488095945	2818.21609208856	2480.2723285275647	2086.5810347523434	1874.5080498476932	1964.4220514027336	2574.995061288079	1991.616238897827	2037.6405384006	1903.0516588824016	2104.743055384066	2174.275048256281	2151.297604156961	2209.794939895403	2229.1988571307625
gene-SYNPCC7002_RS05810	NC_010475.1	1197024	1197239	-	protein-coding	SYNPCC7002_RS05810	SYNPCC7002_RS05810	SYNPCC7002_A1165	type II toxin-antitoxin system HicB family antitoxin	542.8555500019808	539.6095554314828	497.17953167660914	642.5919227221522	438.25049393766983	422.424349261452	406.7071364879813	467.9589634136047	406.2384964204218	422.9065268378604	417.46785402360985	458.4142983271243	529.5681206552803	504.9038002316303	523.5384776726502	544.3074510049347
gene-SYNPCC7002_RS16435	NC_010475.1	1197250	1197435	-	protein-coding	SYNPCC7002_RS16435	SYNPCC7002_RS16435	NA	type II toxin-antitoxin system HicA family toxin	152.2234119593183	129.71383544026028	76.58901401806773	117.91893014901348	224.9946732269287	190.09095716765339	161.48665713493375	189.6251103919477	211.84930185821423	188.2530621033736	176.76566791990686	251.27227747203867	171.93770151145463	206.61769346654611	191.3333392297637	207.87621244409567
gene-SYNPCC7002_RS05815	NC_010475.1	1197446	1197925	-	protein-coding	ispF	SYNPCC7002_RS05815	SYNPCC7002_A1166	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	301.08895453718105	302.2332365758065	203.80466442095988	274.26088248141343	814.8720121653549	630.1163209816659	631.3264373587946	681.1854823951081	705.3883347586694	726.4977326242869	671.3334409298591	746.611892560287	648.4507599860575	599.4823218888521	645.4871993795325	698.3911347902512
gene-SYNPCC7002_RS05820	NC_010475.1	1198117	1199703	+	protein-coding	SYNPCC7002_RS05820	SYNPCC7002_RS05820	SYNPCC7002_A1167	hypothetical protein	1357.6985199018611	1420.3664980708502	1542.1652314146518	1495.848001553216	1209.101809167321	1332.39680162883	1329.1082891764097	1245.1777635179396	1204.74740342446	1194.4789363038	1215.7340884065934	1295.9885565672532	998.2211699179308	941.4200540341924	1051.2820836800204	1096.8205419747678
gene-SYNPCC7002_RS05825	NC_010475.1	1199867	1200400	+	protein-coding	SYNPCC7002_RS05825	SYNPCC7002_RS05825	SYNPCC7002_A1168	hypothetical protein	3634.3339605287247	3825.261007133276	3948.877638016306	3952.2715576910928	2562.982799367622	2971.051256472213	2705.3999226185815	3114.572092145853	2804.093231738671	2900.688027339306	2764.3141685347136	2682.03886133237	2808.9707921214217	2985.0436489198546	3020.3334264126984	2726.0959438940613
gene-SYNPCC7002_RS05830	NC_010475.1	1200468	1200932	+	protein-coding	SYNPCC7002_RS05830	SYNPCC7002_RS05830	SYNPCC7002_A1169	single-stranded DNA-binding protein	2489.300501452382	2590.385293741998	2924.6618403848574	2824.7545963786156	2348.748740947199	2800.3214153123754	2648.912820328584	2784.152371892073	2309.3901916851487	3065.0780252323925	2726.70445195601	2508.2196873104936	2854.165845090147	2920.2937379391415	3261.077023575423	2770.7710948140643
gene-SYNPCC7002_RS05835	NC_010475.1	1200936	1202318	+	protein-coding	mnmE	SYNPCC7002_RS05835	SYNPCC7002_A1170	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	1753.9271069136162	1570.834547181552	1562.9351335212466	1502.4726605503515	1732.4589838473512	1775.0623176257263	1871.3844711603847	2085.062372635922	1676.1703004166402	2044.269167347902	1719.7042905612216	1692.260248637852	2140.870009105484	2150.5700770672897	2365.384688280046	2145.3189819340223
gene-SYNPCC7002_RS05840	NC_010475.1	1202321	1203775	-	protein-coding	SYNPCC7002_RS05840	SYNPCC7002_RS05840	SYNPCC7002_A1171	ABC transporter substrate-binding protein	1115.9319244370615	998.7965328900044	1037.1969864480698	1054.645712343986	1635.6134505888035	1896.509318038394	1771.701349472154	1653.726284619904	1569.081642334466	1731.397881035253	1667.0506873510365	1500.428724976403	1473.7517272410398	1527.8068883089677	1595.8462030262708	1628.363664145416
gene-SYNPCC7002_RS05845	NC_010475.1	1203793	1205709	-	protein-coding	dxs	SYNPCC7002_RS05845	SYNPCC7002_A1172	1-deoxy-D-xylulose-5-phosphate synthase	14608.970388919284	16075.43562611146	14711.581285877315	16242.338929177038	13714.89268974583	15944.759083164558	15996.482814382678	14316.288913754295	14686.278250247742	16584.829626149323	15595.80922227391	15206.025565727245	16446.086774858508	16575.97721106263	18025.28260677763	16401.250814284373
gene-SYNPCC7002_RS05850	NC_010475.1	1205897	1214059	-	protein-coding	ols	SYNPCC7002_RS05850	SYNPCC7002_A1173	fatty-acyl-[ACP] elongase/decarboxylase Ols	6423.604126724469	6811.273498968068	6494.48876495581	6698.855177903509	8824.682379044018	9684.958257546416	9566.256911347207	8867.618896268934	9498.298369027629	9643.329392534786	9892.29570311351	9749.184242418703	10286.787056142455	10644.44884897548	10696.795201444207	10217.845231846404
gene-SYNPCC7002_RS05855	NC_010475.1	1214256	1215155	-	protein-coding	SYNPCC7002_RS05855	SYNPCC7002_RS05855	SYNPCC7002_A1174	alpha/beta fold hydrolase	838.3480555700692	788.6601194767826	877.5283640036234	920.8276006018468	1428.2270561361563	1418.6417729363764	1386.9244997555834	1605.7096257652906	1491.0931630789694	1577.6136894578492	1388.73878466863	1549.9626864852278	2326.5627267378545	2167.3032001297215	2362.2308420290055	2213.699314974843
gene-SYNPCC7002_RS05860	NC_010475.1	1215195	1215437	-	protein-coding	yidD	SYNPCC7002_RS05860	SYNPCC7002_A1175	membrane protein insertion efficiency factor YidD	221.61937917606636	298.3418215125987	303.7598183089466	319.3085636619354	416.72926432465925	461.1465812770851	486.4536338385659	451.6821299035663	421.37058941029426	501.12434841602266	498.32874466782255	423.2902165299576	661.2232749554798	657.6844890625271	792.6666910947354	655.5394594180034
gene-SYNPCC7002_RS05870	NC_010475.1	1217839	1219476	+	protein-coding	SYNPCC7002_RS05870	SYNPCC7002_RS05870	SYNPCC7002_A1177	mechanosensitive ion channel family protein	1160.703516189802	1262.1156188337327	1394.179678905165	1441.5257977767044	896.0657420689856	755.9635750324735	782.8447823249053	796.7510003163809	883.4814291779373	824.6014410443547	946.8246148688628	899.7168644966546	811.5459511340658	903.588645371304	807.3846402662556	841.5339652890364
gene-SYNPCC7002_RS05875	NC_010475.1	1219560	1220861	+	protein-coding	SYNPCC7002_RS05875	SYNPCC7002_RS05875	SYNPCC7002_A1178	DUF3747 domain-containing protein	2713.158460216085	2643.5679662725047	2998.654616639601	3128.1639784474255	3820.996494019059	4282.326840637969	4053.7802819880494	3637.872289493588	4213.705894102943	4702.349375215958	4519.7476898457035	4432.839246298833	2800.1282817579754	3030.150328479453	3167.5129181279012	2715.15509060753
gene-SYNPCC7002_RS05880	NC_010475.1	1220967	1221605	-	protein-coding	SYNPCC7002_RS05880	SYNPCC7002_RS05880	SYNPCC7002_A1179	hypothetical protein	12800.19808210856	12621.156188337329	12165.97015893781	12362.938620454435	9906.61328595264	9229.972031362726	8707.652956539247	9541.479803584523	10335.21951208288	9252.240284643976	9014.108821000782	10200.39360089	6502.192620587467	6109.044971966859	5700.051457713071	6425.927830289414
gene-SYNPCC7002_RS05885	NC_010475.1	1221861	1222214	-	protein-coding	SYNPCC7002_RS05885	SYNPCC7002_RS05885	SYNPCC7002_A1180	DUF1257 domain-containing protein	137836.0609495751	184917.44952692627	189648.678016434	231599.40347165964	16992.967254891213	18599.87212841831	15100.663827477778	23419.92189591879	21640.056982670663	22799.832127139573	20871.512215351555	20534.979206594817	37415.60885119552	35499.684340493375	34741.71901937363	32941.085770198144
gene-SYNPCC7002_RS05890	NC_010475.1	1222339	1223838	-	protein-coding	SYNPCC7002_RS05890	SYNPCC7002_RS05890	SYNPCC7002_A1181	AAA family ATPase	29369.044900004068	34828.16481570989	41256.81429698692	44088.43055773678	8214.262048202263	9070.682849662053	8368.730342799263	10444.030221716155	8763.80985544228	9823.628099901396	9377.98282889974	9035.895196691628	16359.626673527036	16338.803379829904	16661.769744244644	15253.372956972458
gene-SYNPCC7002_RS05895	NC_010475.1	1223942	1224280	-	protein-coding	SYNPCC7002_RS05895	SYNPCC7002_RS05895	SYNPCC7002_A1182	hypothetical protein	49502.82971121155	62767.22783118755	72755.66896051935	78300.81948254381	11386.68694070196	11711.715083273755	10684.036982544569	13753.92431598247	12765.666447687008	14095.116593542733	12715.845175259685	12401.50272684578	22389.236240245875	22361.27262812592	22524.76992492812	21303.664824424293
gene-SYNPCC7002_RS05900	NC_010475.1	1224529	1225827	+	protein-coding	SYNPCC7002_RS05900	SYNPCC7002_RS05900	SYNPCC7002_A1183	FIST C-terminal domain-containing protein	1859.1403475325567	1797.8337592020075	1748.5661335989362	1715.7866802581177	2517.9838647222373	2493.183711370195	2779.8299868124604	2513.143093949933	2748.2208883914495	2582.5138378688152	2581.907043128001	2896.3858220432844	2475.902901764947	2367.373149789229	2425.307767049807	2490.8675982336376
gene-SYNPCC7002_RS05905	NC_010475.1	1225840	1227030	-	protein-coding	SYNPCC7002_RS05905	SYNPCC7002_RS05905	SYNPCC7002_A1184	class I SAM-dependent rRNA methyltransferase	426.44941144485495	381.3586761943653	415.39804213189274	369.6559720401659	563.4649207770041	552.6718569503997	630.6618832142063	483.4219552481412	586.659605145824	664.1886205196491	697.6602425349515	631.3328548670219	441.14301702081787	419.0556036504597	436.2820647272084	431.2519670441107
gene-SYNPCC7002_RS16440	NC_010475.1	1227164	1227418	+	protein-coding	SYNPCC7002_RS16440	SYNPCC7002_RS16440	NA	hypothetical protein	1383.442185159687	1720.0054579378516	1712.2188049123954	1816.4814970145787	669.1145934226923	645.0771833513423	691.8008645163212	686.8823741236215	734.4885135853472	788.8068447289246	709.8834004230303	677.2643464479322	730.9808567115557	825.0157196868427	712.7692527350538	793.2118632735229
gene-SYNPCC7002_RS05910	NC_010475.1	1227415	1227822	+	protein-coding	SYNPCC7002_RS05910	SYNPCC7002_RS05910	SYNPCC7002_A1185	PIN domain-containing protein	1387.9193443349611	1460.5777870573309	1396.7759166684891	1552.8200689285825	700.418200132526	621.3158137053856	576.1684433579735	664.0948072095678	692.5842560749312	650.9313626250453	624.3212952064796	688.9723737136544	661.2232749554798	793.0045277413213	724.333355655534	713.8906769461706
gene-SYNPCC7002_RS16665	NC_010475.1	1227830	1227973	+	protein-coding	SYNPCC7002_RS16665	SYNPCC7002_RS16665	NA	hypothetical protein	221.61937917606636	239.97059556448156	208.99713994760853	227.8882695014643	101.73672180695908	122.32705114029548	108.98687971246558	101.73020943774016	124.5487653781809	116.6638694725132	92.1438056178238	102.6703929455642	111.022630118825	128.04476778208493	130.3589783763225	129.46676389062097
gene-SYNPCC7002_RS05915	NC_010475.1	1228209	1229651	+	protein-coding	SYNPCC7002_RS05915	SYNPCC7002_RS05915	SYNPCC7002_A1186	sodium:glutamate symporter	1650.9524458823123	1525.434704777461	1526.5878048347058	1456.1000475704027	1513.3337368785162	1283.1139608816604	1268.6338620188828	1788.010161077721	1053.4264735257357	1193.1532105143397	1120.769554045367	1174.4051965001377	810.5634499825718	705.701276980809	789.5128448436952	909.0025605559796
gene-SYNPCC7002_RS05920	NC_010475.1	1229660	1229941	-	protein-coding	SYNPCC7002_RS05920	SYNPCC7002_RS05920	NA	hypothetical protein	17.90863670109627	32.42845886006507	28.558615396567628	33.12329498567795	32.281844419515856	20.241166735444576	19.936624337646144	14.649150159034583	31.428193132812	26.514515789207547	21.625587032754563	18.912967121551297	48.142556423207296	26.91850231782467	46.256411681920895	51.0573153371463
gene-SYNPCC7002_RS05925	NC_010475.1	1229938	1230234	-	protein-coding	SYNPCC7002_RS05925	SYNPCC7002_RS05925	NA	hypothetical protein	92.90105288693692	115.44531354183168	123.32129375790566	133.8181117421389	84.1284430326777	102.96593513247892	60.474427157526634	44.76129215260567	46.560286122684445	63.63483789409812	60.17554652592574	82.85680834203426	90.39010593745044	113.49422598866616	116.69231128848226	91.17377738776123
gene-SYNPCC7002_RS05930	NC_010475.1	1230613	1231359	+	protein-coding	SYNPCC7002_RS05930	SYNPCC7002_RS05930	SYNPCC7002_A1188	DNA cytosine methyltransferase	1005.1222348490282	1085.7048026349787	1168.3069934959483	1128.8418931119045	1099.5391856829035	941.6542785619868	1035.3753572684232	944.8701852577306	1144.2190314649704	961.1511973587736	1123.5902827887696	1052.8218364330223	1022.7836987052816	1059.2794425608845	973.4872094876988	976.471155822923
gene-SYNPCC7002_RS05935	NC_010475.1	1231349	1231768	+	protein-coding	SYNPCC7002_RS05935	SYNPCC7002_RS05935	SYNPCC7002_A2880	DNA cytosine methyltransferase	1030.865900106854	1179.0987641519662	1160.518280205975	1295.7832998397214	784.5466431652036	609.8751542462213	596.1050676956197	667.3501739115754	701.896313299468	616.4624920990755	689.1980563047432	699.7797834973981	814.4934545885479	756.6281732577745	687.5384827267333	775.8888455698483
gene-SYNPCC7002_RS05940	NC_010475.1	1231689	1232708	+	protein-coding	SYNPCC7002_RS05940	SYNPCC7002_RS05940	SYNPCC7002_A1189	type II restriction endonuclease	1348.744201551313	1618.8286662944486	1505.8179027281112	1405.7526391921722	1092.6915217151277	870.3701696241167	926.3884775559576	992.073002436842	1040.6223948419974	935.9624073590264	968.4502019016172	1057.3249238429155	1146.578843793529	1129.8495702589653	1170.0769591358626	1220.8168792221231
gene-SYNPCC7002_RS05945	NC_010475.1	1232753	1235254	+	protein-coding	SYNPCC7002_RS05945	SYNPCC7002_RS05945	SYNPCC7002_A1190	U32 family peptidase	2202.7623142348416	2327.0662077982697	2892.2088683433035	2485.5720557252735	1708.0030411052935	1689.697397045808	1657.3980366029828	1749.7596023291308	1878.7075450503175	1696.929010509283	1838.1748977841376	1844.4646030922408	1971.879811048511	1949.7726003181112	1816.615440599075	1903.708471856455
gene-SYNPCC7002_RS05950	NC_010475.1	1235410	1236477	+	protein-coding	SYNPCC7002_RS05950	SYNPCC7002_RS05950	SYNPCC7002_A1191	hypothetical protein	804.7693617555137	876.8655275761596	1064.4574829629753	1028.1470763554437	860.8491845204229	976.8563076671078	895.8189869049	936.7317685027114	975.4379942702392	1051.3005510420794	897.9319833165481	847.4810505418939	961.868627312652	982.161571055765	1189.000036642103	940.0016448678184
gene-SYNPCC7002_RS05955	NC_010475.1	1236479	1237969	-	protein-coding	cobA	SYNPCC7002_RS05955	SYNPCC7002_A1192	uroporphyrinogen-III C-methyltransferase	808.1272311369693	736.7745853006785	764.5920212990151	703.5387854957996	854.9797582623291	806.126466507271	843.98376362702	832.5600340384655	831.1011072899174	829.9043442021963	873.4856675403909	849.2822855058512	640.5907507741052	621.3081345789802	700.1538677308936	607.2173574024899
gene-SYNPCC7002_RS05960	NC_010475.1	1238089	1238775	+	protein-coding	SYNPCC7002_RS05960	SYNPCC7002_RS05960	SYNPCC7002_A1193	ATP-dependent Clp protease proteolytic subunit	10273.961017460168	12282.603077838248	12644.976026271148	13711.719192271245	14455.41863597533	15370.085958023456	15714.711857077278	13390.13708703311	15254.313740944492	17038.22784614477	17216.788006816034	15369.037329965377	15373.195517427032	15611.276290158969	15885.923566488787	14354.399511929132
gene-SYNPCC7002_RS05965	NC_010475.1	1238840	1239439	+	protein-coding	SYNPCC7002_RS05965	SYNPCC7002_RS05965	SYNPCC7002_A1194	ATP-dependent Clp protease proteolytic subunit	7057.12215002575	7357.3687461715635	7970.449933405693	7601.133733313376	11032.564889796966	11299.85134274384	10182.963157525062	11295.308614291163	10991.71954641273	10918.677601995669	10225.141694835038	11671.101948961108	10474.444776077817	9800.517424957194	10533.846478473804	10788.593078293788
gene-SYNPCC7002_RS05970	NC_010475.1	1239527	1240423	-	protein-coding	miaA	SYNPCC7002_RS05970	SYNPCC7002_A1195	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	123.12187732003687	127.11955873145509	162.2648602077706	144.41756613755587	207.38639445264735	201.53161662681777	200.03079752104964	217.29572735901297	236.2934520726236	212.11612631366037	212.49489866967528	263.88092221973955	176.85020726892478	237.1738312327255	228.1282121585644	237.96355898205687
gene-SYNPCC7002_RS05975	NC_010475.1	1240431	1240766	-	protein-coding	SYNPCC7002_RS05975	SYNPCC7002_RS05975	SYNPCC7002_A1196	thioredoxin domain-containing protein	1328.5969852625797	1443.714988450097	1220.231748762435	1407.0775709915993	939.1082012950068	963.6555467526874	989.521121291837	760.1281249187945	1059.246509291071	924.0308752538832	1054.012307118168	1225.7403929729198	964.816130767134	930.5071476891284	987.1538765755392	942.7368581894514
gene-SYNPCC7002_RS05980	NC_010475.1	1240856	1241572	-	protein-coding	SYNPCC7002_RS05980	SYNPCC7002_RS05980	SYNPCC7002_A1197	NnrU protein	1371.1299974276833	1450.20068022211	1409.757105485111	1316.9822086305553	1044.7578739406952	1057.820974608886	905.1227449291348	889.5289513235999	1026.654309005192	962.476923148234	1080.3391087232606	1098.7533280139326	1019.8361952507996	987.2542606834616	1003.9743899144196	1048.4984399592545
gene-SYNPCC7002_RS05985	NC_010475.1	1241715	1242695	+	protein-coding	SYNPCC7002_RS05985	SYNPCC7002_RS05985	SYNPCC7002_A1198	LysR family transcriptional regulator	5625.550503731866	6048.556146579338	5715.617435958512	5844.274167273017	2638.30710301316	3050.2558219587345	2813.057694041871	2243.7614993587968	2847.161496402154	3066.403751021853	3009.7175692107544	3113.4346352001353	3106.668641024112	2866.456733303492	3032.948811416859	2954.030387363465
gene-SYNPCC7002_RS05990	NC_010475.1	1242710	1243246	-	protein-coding	SYNPCC7002_RS05990	SYNPCC7002_RS05990	SYNPCC7002_A1199	TIGR02652 family protein	967.0663818591988	968.9623507387444	1228.020462052408	1132.816688510186	527.2701255187591	564.992567137192	578.1621057917382	684.4408490971158	531.9512689516698	574.0392668363435	555.6835624503454	561.9853087546671	800.7384384676316	791.5494735619795	783.2051523416152	785.917961082502
gene-SYNPCC7002_RS05995	NC_010475.1	1243345	1244421	+	protein-coding	queA	SYNPCC7002_RS05995	SYNPCC7002_A1200	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	859.614561652621	782.1744277047695	725.6484548491502	560.4461511576709	1481.0518924590003	1401.0407583838155	1248.0326835366486	1359.1155980882086	1318.820104425037	1083.1179699891284	1236.4194325248804	1372.541042535437	962.851128464146	869.3948721567698	870.4615652870568	1063.9979821151735
gene-SYNPCC7002_RS06000	NC_010475.1	1244498	1245781	+	protein-coding	SYNPCC7002_RS06000	SYNPCC7002_RS06000	SYNPCC7002_A1201	TldD/PmbA family protein	535.0205214452511	595.3865046707948	471.21715404336584	454.45160720350145	779.6554546167921	907.3323001844938	782.180228180317	839.0707674424808	763.5886924120249	778.2010384132416	843.3978942774279	788.9409142132827	590.4831920479099	624.9457700273349	590.8205310281714	610.8643084980004
gene-SYNPCC7002_RS06005	NC_010475.1	1246031	1247017	-	protein-coding	SYNPCC7002_RS06005	SYNPCC7002_RS06005	SYNPCC7002_A1202	RNA polymerase sigma factor, RpoD/SigA family	8586.072008381843	10288.901427121447	12119.237879197972	10954.53611766341	13517.288672390005	14564.839542243812	13093.7103108214	14774.48177706188	17873.329835345492	19162.040560860296	16758.88970747032	16769.49751444215	23213.554706349365	26999.257824778146	27123.077758944524	24301.458624933886
gene-SYNPCC7002_RS06010	NC_010475.1	1248057	1249289	+	protein-coding	SYNPCC7002_RS06010	SYNPCC7002_RS06010	SYNPCC7002_A1203	LL-diaminopimelate aminotransferase	4908.085745894197	5219.684738116074	4888.715708339713	5138.085518178364	8994.895740528736	8812.827986467042	8894.392671168533	7646.856383016052	9042.00756502532	9078.570206224664	9015.04906391525	9139.46620711917	6570.967701192049	6549.198861217776	6454.871993795325	6642.921420472285
gene-SYNPCC7002_RS06015	NC_010475.1	1249378	1250001	-	protein-coding	SYNPCC7002_RS06015	SYNPCC7002_RS06015	SYNPCC7002_A1204	alpha/beta fold hydrolase	1027.5080307253986	1115.5389847862386	1213.741154354124	1200.388210280969	834.4367663590009	943.4143800172428	822.0534768556093	780.4741668063425	821.7890500653805	861.7217631492454	713.6443720809006	783.537209321411	984.4661537970144	1204.0573334054009	1193.2051649768232	1071.2918843061948
gene-SYNPCC7002_RS06020	NC_010475.1	1250041	1250409	-	protein-coding	SYNPCC7002_RS06020	SYNPCC7002_RS06020	SYNPCC7002_A1205	hypothetical protein	601.0586192805437	469.5640842937422	682.8105317542987	569.7206737536607	130.10561538774573	132.88765987183177	91.04391780858406	110.6824678682613	108.25266523524134	119.31532105143395	113.76939265057835	117.98089013920097	153.27017963306812	170.24133898299928	149.2820558825629	158.6423726547046
gene-SYNPCC7002_RS06025	NC_010475.1	1250621	1251217	-	protein-coding	pyrE	SYNPCC7002_RS06025	SYNPCC7002_A1206	orotate phosphoribosyltransferase	1507.6833522735424	1788.7537907211895	1495.432951674814	1506.4474559486332	2060.1686165909214	2383.1773704166917	2380.4329459149494	1949.9646545026033	2245.3697982664576	2553.347870500687	2593.1899581016123	2305.580753865301	1596.564371177793	1677.6774687811808	1626.3333834529917	1592.805890964189
gene-SYNPCC7002_RS06030	NC_010475.1	1251311	1251727	+	protein-coding	SYNPCC7002_RS06030	SYNPCC7002_RS06030	SYNPCC7002_A1207	hypothetical protein	10720.557645193756	12999.920587822888	14755.717327853828	14669.64488325705	4387.39612792511	4438.09581942813	4388.715570860504	4553.44417443325	4839.941742453048	4457.090104165789	4578.042750542694	4560.7269287397985	4723.8655363832795	4971.920130811184	4913.692459120415	4891.473156853392
gene-SYNPCC7002_RS06035	NC_010475.1	1251844	1251916	-	tRNA	SYNPCC7002_RS06035	SYNPCC7002_RS06035	SYNPCC7002_A1208	tRNA-Ile	0	2.594276708805206	2.59623776332433	0	0	0	1.3291082891764097	0	6.984042918402667	0	3.7609716578703583	0	5.895006908964159	1.455054179341874	0	0
