Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product	Z-Scaled expression 0.04%	Z-Scaled expression 4%	Z-Scaled expression 8%	Z-Scaled expression 30%	DE in ≥1 pairwsie comparisons	0.04->30% log2FC	0.04->30% FDR	0.04->4% log2FC	0.04->4% FDR	0.04->8% log2FC	0.04->8% FDR	4->30% log2FC	4->30% FDR	4->8% log2FC	4->8% FDR	8->30% log2FC	8->30% FDR	KEGG orthology 1	KEGG orthology 2	KEGG orthology 3	KEGG orthology 4	KEGG orthology 5	KEGG orthology 6	KEGG orthology 7	KEGG orthology 8	KEGG orthology 9	KEGG orthology 10	KEGG orthology 11	KEGG pathway 1	KEGG pathway 2	KEGG pathway 3	KEGG pathway 4	KEGG pathway 5	KEGG pathway 6	KEGG pathway 7	KEGG pathway 8	KEGG pathway 9	KEGG pathway 10	KEGG pathway 11	KEGG pathway 12	KEGG pathway 13	KEGG pathway 14	KEGG pathway 15	KEGG pathway 16	KEGG pathway 17	KEGG pathway 18	KEGG pathway 19	KEGG pathway 20	KEGG pathway 21	KEGG pathway 22	KEGG pathway 23	KEGG pathway 24	KEGG pathway 25	KEGG pathway 26	KEGG pathway 27
gene-SYNPCC7002_RS08280	NC_010475.1	1733215	1734201	+	protein-coding	fmt	SYNPCC7002_RS08280	SYNPCC7002_A1653	methionyl-tRNA formyltransferase	-1.360666004406348	0.5595414099037006	0.7757352929748152	0.02538930152784133	yes	0.2744318189292998	0.01383162663796924	0.3751198178141973	2.585343434192155e-4	0.41544249205760897	4.4838501216373744e-5	-0.10068799888489748	0.5786332925954727	0.04032267424341166	0.7301650960828324	-0.14101067312830914	0.3947552122762056	09100 Metabolism > 09108 Metabolism of cofactors and vitamins > 00670 One carbon pool by folate [PATH:syp00670]	09120 Genetic Information Processing > 09122 Translation > 00970 Aminoacyl-tRNA biosynthesis [PATH:syp00970]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	One carbon pool by folate (syp00670)	Aminoacyl-tRNA biosynthesis (syp00970)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08285	NC_010475.1	1734266	1735465	-	protein-coding	SYNPCC7002_RS08285	SYNPCC7002_RS08285	SYNPCC7002_A1654	trypsin-like peptidase domain-containing protein	-0.6641959023956584	-0.5258894563494675	-0.44825427365997017	1.6383396324051045	yes	0.8586948735691312	5.827979204239553e-38	0.0534400947930414	0.93964001222803	0.08080376109879066	0.750000474933897	0.8052547787760899	8.331524463921539e-34	0.02736366630574924	0.93964001222803	0.7778911124703406	1.436273383289219e-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08290	NC_010475.1	1735678	1736118	-	protein-coding	SYNPCC7002_RS08290	SYNPCC7002_RS08290	SYNPCC7002_A1655	DUF29 domain-containing protein	-0.9506074416519804	0.2073167385169923	-0.32464871628732384	1.0679394194223342	yes	0.4907640044073016	2.8703823216287783e-4	0.27511830586054936	0.10468054616095623	0.14870711777256404	0.5040550900043316	0.21564569854675225	0.23258480979797377	-0.12641118808798532	0.5040550900043316	0.34205688663473754	0.02433297055648091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08295	NC_010475.1	1736176	1737981	-	protein-coding	proS	SYNPCC7002_RS08295	SYNPCC7002_A1656	proline--tRNA ligase	-1.5129617761189715	0.793472569296714	0.8040218963811702	-0.08453268955892078	yes	1.1267023695484804	2.9464577177950195e-19	1.839903349911543	6.787989415740272e-50	1.8449846449669665	4.807323270696243e-50	-0.7132009803630626	1.0452442202041141e-8	0.00508129505542363	1	-0.7182822754184862	1.0452442202041141e-8	09120 Genetic Information Processing > 09122 Translation > 00970 Aminoacyl-tRNA biosynthesis [PATH:syp00970]	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01007 Amino acid related enzymes [BR:syp01007]	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03016 Transfer RNA biogenesis [BR:syp03016]	NA	NA	NA	NA	NA	NA	NA	NA	Aminoacyl-tRNA biosynthesis (syp00970)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08305	NC_010475.1	1741287	1743083	+	protein-coding	pyk	SYNPCC7002_RS08305	SYNPCC7002_A1658	pyruvate kinase	-1.5605715004848024	0.754097963808398	0.7844503457574554	0.02202319091895245	yes	1.0461369362720887	1.4683062831732979e-27	1.536778435249082	2.3691913716329708e-58	1.5519119010771585	2.284499563361146e-59	-0.49064149897699344	3.826526972244778e-7	0.01513346582807652	0.9764295852597004	-0.5057749648050699	2.443769569672634e-7	09100 Metabolism > 09101 Carbohydrate metabolism > 00010 Glycolysis / Gluconeogenesis [PATH:syp00010]	09100 Metabolism > 09101 Carbohydrate metabolism > 00620 Pyruvate metabolism [PATH:syp00620]	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 04131 Membrane trafficking [BR:syp04131]	09180 Brite Hierarchies > 09183 Protein families: signaling and cellular processes > 04147 Exosome [BR:syp04147]	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Microbial metabolism in diverse environments (syp01120)	Carbon metabolism (syp01200)	Biosynthesis of amino acids (syp01230)	Glycolysis / Gluconeogenesis (syp00010)	Pyruvate metabolism (syp00620)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08310	NC_010475.1	1743235	1743696	+	protein-coding	SYNPCC7002_RS08310	SYNPCC7002_RS08310	SYNPCC7002_A1659	lipopolysaccharide assembly protein LapA domain-containing protein	-1.3567374882477945	-0.03886521137833328	0.5907425491506598	0.8048601504754703	yes	0.3997405237138719	6.020740849949888e-6	0.2436666735333749	0.01326120392277958	0.3624273571853782	6.299391982589737e-5	0.15607385018049702	0.16898753270518924	0.11876068365200332	0.3118882369383784	0.03731316652849369	0.7191873887910506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08315	NC_010475.1	1743719	1744546	+	protein-coding	SYNPCC7002_RS08315	SYNPCC7002_RS08315	SYNPCC7002_A1660	segregation/condensation protein A	-0.7783973020036485	0.00685888900073533	-0.4094275015968304	1.1809659145997502	yes	0.388675805551476	0.00273371821388437	0.1492630414518504	0.6110235288600231	0.06206860056288676	0.9610491267959748	0.2394127640996256	0.11906847659743644	-0.08719444088896364	0.9610491267959748	0.32660720498858925	0.01658420182561068	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03036 Chromosome and associated proteins [BR:syp03036]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08320	NC_010475.1	1744536	1744868	-	protein-coding	SYNPCC7002_RS08320	SYNPCC7002_RS08320	SYNPCC7002_A1661	hypothetical protein	-1.5587378336259192	0.5669090272537365	0.9017437303630642	0.09008507600911976	yes	1.416144176823432	9.225502619792185e-18	1.8275611332471424	1.3179943930122162e-29	2.0829495527017614	5.475098220390591e-38	-0.4114169564237105	0.00743813813780251	0.255388419454619	0.0721027568964851	-0.6668053758783296	7.052477902683347e-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08325	NC_010475.1	1744901	1744981	-	tRNA	SYNPCC7002_RS08325	SYNPCC7002_RS08325	SYNPCC7002_A1662	tRNA-Leu	-1.1566387830991245	0.516825668145223	0.7418384251644383	-0.1020253102105378	yes	0.9219998418734874	0.23119975421687228	1.4300545825728035	0.01123250475541542	1.59572733096347	0.00344074792181585	-0.508054740699316	0.4854817643881163	0.1656727483906662	0.7621487351725821	-0.6737274890899823	0.3501202764920022	09120 Genetic Information Processing > 09122 Translation > 00970 Aminoacyl-tRNA biosynthesis [PATH:syp00970]	09180 Brite Hierarchies > 09184 RNA family > 03100 Non-coding RNAs [BR:syp03100]	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aminoacyl-tRNA biosynthesis (syp00970)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08330	NC_010475.1	1745114	1745890	+	protein-coding	SYNPCC7002_RS08330	SYNPCC7002_RS08330	SYNPCC7002_A1663	COP23 domain-containing protein	-1.1110900264732029	-0.2370934240267036	-0.1830883580182216	1.531271808518139	yes	1.4023957187892	1.568708400812369e-92	0.4624688621935545	4.026678307313286e-11	0.4925917432273518	3.2195641932105545e-12	0.9399268565956456	2.9118250425464856e-43	0.03012288103379731	0.7374550448559842	0.909803975561848	1.978463583392079e-40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08335	NC_010475.1	1746178	1746621	+	protein-coding	SYNPCC7002_RS08335	SYNPCC7002_RS08335	SYNPCC7002_A1664	hypothetical protein	1.0140864670538323	-0.7358900094427804	-1.0390510148585068	0.7608545572474548	yes	-0.0698666160712789	0.8685783243722005	-0.5034285072511084	1.388484923774582e-6	-0.5899095223861792	2.4586032194528547e-8	0.4335618911798295	2.5765390742531957e-5	-0.08648101513507073	0.8685783243722005	0.5200429063149002	8.55898296984013e-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08340	NC_010475.1	1746691	1748313	+	protein-coding	SYNPCC7002_RS08340	SYNPCC7002_RS08340	SYNPCC7002_A1665	serine/threonine protein kinase	0.8282802830726752	-0.7201839725639627	-1.1237673058776023	1.0156709953688965	yes	0.06470838054156158	0.4515423605357211	-0.5303958924722422	3.9643371254497456e-11	-0.6667935121609453	2.6213569032553774e-16	0.5951042730138038	5.958755746115168e-14	-0.13639761968870306	0.19131716299973697	0.7315018927025069	6.651118932336679e-20	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01001 Protein kinases [BR:syp01001]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08345	NC_010475.1	1748355	1748921	-	protein-coding	SYNPCC7002_RS08345	SYNPCC7002_RS08345	SYNPCC7002_A1666	Uma2 family endonuclease	1.469976103327429	-0.5272764033872528	-0.7885697058790803	-0.1541299940610813	yes	-0.5616426028532933	7.735862936590669e-7	-0.6866361182759563	9.246407664821315e-10	-0.7772242445448427	3.6009645546957297e-12	0.124993515422663	0.5492974012706602	-0.09058812626888645	0.5492974012706602	0.21558164169154945	0.15565549679075363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08350	NC_010475.1	1748971	1751262	-	protein-coding	purL	SYNPCC7002_RS08350	SYNPCC7002_A1667	phosphoribosylformylglycinamidine synthase subunit PurL	-1.495927383741371	0.8922213091201568	0.7064740791109206	-0.10276800448969148	yes	0.5297315134701495	1.35232187063059e-11	0.9161346415856766	5.802507450133486e-33	0.8421010888919915	7.316281697951787e-28	-0.38640312811552713	8.59869035686038e-7	-0.07403355269368518	0.36203216763391344	-0.31236957542184196	7.268921940264851e-5	09100 Metabolism > 09104 Nucleotide metabolism > 00230 Purine metabolism [PATH:syp00230]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Purine metabolism (syp00230)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08355	NC_010475.1	1751324	1751545	-	protein-coding	SYNPCC7002_RS08355	SYNPCC7002_RS08355	SYNPCC7002_A1668	type II toxin-antitoxin system HicA family toxin	1.0413736951146555	-0.9205687514628862	-0.789052086188952	0.6682471425371911	yes	-0.13728761113722993	0.9050498654308868	-0.7568473811970935	4.564234011422284e-5	-0.6694702432546935	6.383453850130525e-4	0.6195597700598636	8.784102028610017e-4	0.08737713794239997	0.9050498654308868	0.5321826321174636	0.00597020226950165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08360	NC_010475.1	1751545	1751775	-	protein-coding	SYNPCC7002_RS08360	SYNPCC7002_RS08360	SYNPCC7002_A1669	DUF1902 domain-containing protein	1.2859591725260726	-0.8085980394765293	-0.4325250250792389	-0.04483610797028947	yes	-0.5306934611570149	0.01647474953518165	-0.8918304893955622	7.036968269034802e-6	-0.7340356457707681	4.243351707293839e-4	0.36113702823854726	0.16857346064180723	0.15779484362479418	0.6136250673696126	0.20334218461375309	0.6136250673696126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08365	NC_010475.1	1751821	1752297	+	protein-coding	SYNPCC7002_RS08365	SYNPCC7002_RS08365	SYNPCC7002_A1670	DUF29 family protein	1.434647411878346	-0.9003066494220471	-0.7533373406179628	0.21899657816166235	yes	-0.7885601135419883	3.1616448291722303e-8	-1.518238736295899	5.8653677399200584e-27	-1.4277285105075814	2.4847155336765614e-23	0.7296786227539103	6.747209099379357e-7	0.09051022578831722	0.5966709597269706	0.639168396965593	1.565919239250812e-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08370	NC_010475.1	1752547	1753677	+	protein-coding	SYNPCC7002_RS08370	SYNPCC7002_RS08370	SYNPCC7002_A1671	site-2 protease family protein	-0.15326321986927466	-0.7643849262128838	-0.6963050630568508	1.6139532091390163	yes	2.5052080840743822	8.219188146812779e-97	-0.8687210115921772	1.8218479120831337e-12	-0.7886475485732871	1.3991758159745096e-10	3.373929095666559	6.1348003158618e-174	0.08007346301889005	0.5683137738565982	3.293855632647669	2.9715186665344495e-165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08375	NC_010475.1	1753840	1756473	+	protein-coding	alaS	SYNPCC7002_RS08375	SYNPCC7002_A1672	alanine--tRNA ligase	-1.5040761533219345	0.14323372871026638	0.3613766265029714	0.9994657981086692	yes	0.6057415615110546	1.5204376653551976e-19	0.39899481435829426	5.482788787023605e-9	0.44996844585716617	4.469002299458831e-11	0.2067467471527603	0.00500060996444654	0.05097363149887192	0.48682196559778096	0.1557731156538884	0.03789601237465049	09120 Genetic Information Processing > 09122 Translation > 00970 Aminoacyl-tRNA biosynthesis [PATH:syp00970]	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01007 Amino acid related enzymes [BR:syp01007]	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03016 Transfer RNA biogenesis [BR:syp03016]	NA	NA	NA	NA	NA	NA	NA	NA	Aminoacyl-tRNA biosynthesis (syp00970)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08380	NC_010475.1	1756528	1756929	-	protein-coding	SYNPCC7002_RS08380	SYNPCC7002_RS08380	SYNPCC7002_A1673	pre-16S rRNA-processing nuclease YqgF	-0.3640679548873812	0.7757877976284815	0.8930266657199488	-1.3047465084610417	yes	-0.23637150556120648	0.03624708036567208	0.29156232177934033	0.00752136532311788	0.3116315756366756	0.00573700847722317	-0.5279338273405468	1.1007828131520509e-7	0.02006925385733524	0.9275405827292624	-0.548003081197882	5.2175870408362295e-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08385	NC_010475.1	1756944	1758314	-	protein-coding	SYNPCC7002_RS08385	SYNPCC7002_RS08385	SYNPCC7002_A1674	DUF3084 domain-containing protein	-1.3966572015900145	0.6695959416253551	-0.0081507479410113	0.7352120079056512	yes	0.5846633908763358	6.915968543927932e-8	0.5720613277324417	1.3434149709779138e-7	0.3787691282694789	0.00110441377634298	0.01260206314389411	1	-0.1932921994629628	0.14192256643148465	0.20589426260685692	0.14192256643148465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08390	NC_010475.1	1758367	1759098	-	protein-coding	ntcA	SYNPCC7002_RS08390	SYNPCC7002_A1675	global nitrogen regulator NtcA	0.6622567518010921	0.962000712237944	-0.4163144726968702	-1.2079429913422155	yes	-0.38652873904250534	5.095018194833352e-6	0.06986668128403849	0.4173323948643496	-0.2225365927209223	0.01588801963259498	-0.4563954203265439	3.1337495597985065e-8	-0.2924032740049608	8.527673512537144e-4	-0.16399214632158304	0.083405309791919	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03000 Transcription factors [BR:syp03000]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08395	NC_010475.1	1759379	1760155	+	protein-coding	fabI	SYNPCC7002_RS08395	SYNPCC7002_A1676	enoyl-ACP reductase FabI	-1.4911341390600903	0.7739490673620796	0.8385595457468125	-0.121374474048795	yes	0.6375801202990382	1.3765324369861233e-12	1.0602134942414887	3.0979515863545795e-33	1.0919004414871636	4.2106821716351166e-35	-0.4226333739424504	2.3114297721860173e-6	0.03168694724567494	0.799577551887314	-0.4543203211881254	5.26262510709187e-7	09100 Metabolism > 09103 Lipid metabolism > 00061 Fatty acid biosynthesis [PATH:syp00061]	09100 Metabolism > 09108 Metabolism of cofactors and vitamins > 00780 Biotin metabolism [PATH:syp00780]	09100 Metabolism > 09110 Biosynthesis of other secondary metabolites > 00333 Prodigiosin biosynthesis	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01004 Lipid biosynthesis proteins [BR:syp01004]	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Fatty acid metabolism (syp01212)	Biosynthesis of cofactors (syp01240)	Fatty acid biosynthesis (syp00061)	Biotin metabolism (syp00780)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08400	NC_010475.1	1760232	1761104	+	protein-coding	rsmH	SYNPCC7002_RS08400	SYNPCC7002_A1677	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	-1.067508847368108	0.670445629093641	0.9406435092051614	-0.5435802909307081	yes	0.1361250616152372	0.606525656990763	0.453444493323777	0.00104514088103501	0.5183644918723465	1.3611101578405618e-4	-0.31731943170853977	0.02243133283370526	0.06491999854856947	0.6453348766442952	-0.3822394302571092	0.00561919495965181	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03009 Ribosome biogenesis [BR:syp03009]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08405	NC_010475.1	1761184	1762143	+	protein-coding	SYNPCC7002_RS08405	SYNPCC7002_RS08405	SYNPCC7002_A1678	DUF1311 domain-containing protein	-0.4882882174009459	0.3630542142474701	1.030880729912628	-0.9056467267591486	yes	-0.12272480951356177	0.5268686385512398	0.3076508171900728	0.2175763476198675	0.5009778903829951	0.01560361300895047	-0.43037562670363455	0.03839487188717996	0.1933270731929223	0.5157324387396575	-0.6237026998965569	8.5377640696341e-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08410	NC_010475.1	1762307	1762888	+	protein-coding	SYNPCC7002_RS08410	SYNPCC7002_RS08410	SYNPCC7002_A1679	Uma2 family endonuclease	1.4069610523440974	-0.6754166269597234	-0.7410299283459287	0.00948550296157216	yes	-0.33139398748057397	0.00365926840885428	-0.4953451116130379	3.248842123883338e-6	-0.5026739445196606	3.5448188203243806e-6	0.163951124132464	0.2954179844737503	-0.00732883290662265	1	0.17127995703908666	0.2954179844737503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08415	NC_010475.1	1762930	1763481	-	protein-coding	SYNPCC7002_RS08415	SYNPCC7002_RS08415	SYNPCC7002_A1680	Uma2 family endonuclease	1.046823448631611	-0.8955920294189852	-0.9164589906524214	0.7652275714397974	yes	-0.11233282336062156	0.7027837628729574	-0.7635914783470393	1.0999286707195388e-10	-0.7709600308565144	1.759542852372046e-10	0.6512586549864179	3.020352980932433e-8	-0.00736855250947497	1	0.6586272074958928	3.1038286225695014e-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08420	NC_010475.1	1763613	1764737	+	protein-coding	SYNPCC7002_RS08420	SYNPCC7002_RS08420	SYNPCC7002_A1681	THUMP domain-containing protein	-0.05425201878257701	0.23267868325341756	1.0578673429400247	-1.2362940074108588	yes	-0.2547598303466616	0.03702524220309593	0.07400517432449943	0.49035943010270217	0.23770223642395272	0.04407287855118742	-0.32876500467116104	0.00292642035102603	0.16369706209945326	0.18372747780062704	-0.4924620667706143	1.2999908473775575e-6	09180 Brite Hierarchies > 09182 Protein families: genetic information processing > 03009 Ribosome biogenesis [BR:syp03009]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08425	NC_010475.1	1764803	1766254	+	protein-coding	SYNPCC7002_RS08425	SYNPCC7002_RS08425	SYNPCC7002_A1682	serine/threonine protein kinase	0.2177731153901772	0.04126045512897591	-0.4203397230928272	0.16130615257372083	no	-0.00521836289459517	NA	-0.01995347983371983	NA	-0.08994748190532184	NA	0.01473511693912466	NA	-0.069994002071602	NA	0.08472911901072666	NA	09180 Brite Hierarchies > 09181 Protein families: metabolism > 01001 Protein kinases [BR:syp01001]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08430	NC_010475.1	1766376	1768982	+	protein-coding	acnB	SYNPCC7002_RS08430	SYNPCC7002_A1683	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	-0.964438698221518	1.0201215956186642	0.7365793369320339	-0.7922622343291615	yes	0.02952698738658481	0.8701059944398903	0.42338890416215735	2.891281268788668e-8	0.361008048788239	2.912493183461674e-6	-0.3938619167755726	2.91591249929766e-7	-0.06238085537391837	0.8701059944398903	-0.3314810614016542	1.5860231057119334e-5	09100 Metabolism > 09101 Carbohydrate metabolism > 00020 Citrate cycle (TCA cycle) [PATH:syp00020]	09100 Metabolism > 09101 Carbohydrate metabolism > 00630 Glyoxylate and dicarboxylate metabolism [PATH:syp00630]	09100 Metabolism > 09101 Carbohydrate metabolism > 00640 Propanoate metabolism [PATH:syp00640]	09100 Metabolism > 09102 Energy metabolism > 00720 Other carbon fixation pathways [PATH:syp00720]	NA	NA	NA	NA	NA	NA	NA	Metabolic pathways (syp01100)	Biosynthesis of secondary metabolites (syp01110)	Microbial metabolism in diverse environments (syp01120)	Carbon metabolism (syp01200)	2-Oxocarboxylic acid metabolism (syp01210)	Biosynthesis of amino acids (syp01230)	Citrate cycle (TCA cycle) (syp00020)	Glyoxylate and dicarboxylate metabolism (syp00630)	Propanoate metabolism (syp00640)	Other carbon fixation pathways (syp00720)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-SYNPCC7002_RS08435	NC_010475.1	1769090	1770808	+	protein-coding	SYNPCC7002_RS08435	SYNPCC7002_RS08435	SYNPCC7002_A1684	AIPR family protein	1.49544344470408	-0.380759847445284	-0.3258174339125007	-0.7888661633462941	yes	-0.9734444259396742	3.3194357691305664e-14	-0.7887322507894942	1.3063410840703475e-9	-0.7656111405902066	3.751542668637585e-9	-0.18471217515017996	0.32502116465948355	0.0231211101992876	0.9555333849400166	-0.20783328534946752	0.32502116465948355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
